3PBL_A_ETQ_0483,-722.942,-10.502,0.303
3PBL_A_ETQ_0484,-728.221,-11.143,0.293
3PBL_A_ETQ_0485,-737.815,-11.764,0.322
3PBL_A_ETQ_0486,-697.469,-2.049,6.665
3PBL_A_ETQ_0487,-736.166,-11.030,0.228
3PBL_A_ETQ_0488,-728.936,-12.007,0.543
3PBL_A_ETQ_0489,-727.612,-11.436,0.304
3PBL_A_ETQ_0490,-706.798,-8.834,6.578
3PBL_A_ETQ_0491,-738.902,-11.621,0.388
3PBL_A_ETQ_0492,-746.124,-12.060,0.373
3PBL_A_ETQ_0493,-738.345,-12.144,0.343
3PBL_A_ETQ_0494,-727.607,-11.775,0.358
3PBL_A_ETQ_0495,-736.290,-11.126,0.277
3PBL_A_ETQ_0496,-741.608,-11.096,0.342
3PBL_A_ETQ_0497,-731.510,-11.463,0.308
3PBL_A_ETQ_0498,-736.452,-11.769,0.469
3PBL_A_ETQ_0499,-739.488,-11.613,0.302
3PBL_A_ETQ_0500,-727.584,-11.443,0.460
